id,text,explanation,tag
454,Instagram users should really mind their business and not jump to conclusions. ,Tha family has neither confirmed the death not created the IG profile. The hospital denied the death.,TRUE
455,"If health regulations are followed, people still can visit each other. ",The DOH did not say that children cannot visit their godparents during the holidays.,TRUE
456,"Masks are not harmful, except for people who genuinly have respiratory problems. People complaining about wearing masks are snowflakes and clearly uneducated. ","Contrary to what this manipulative content advocates, the views of our health authorities, as well as the recommendations of the World Health Organization (WHO) clearly suggest that masks are extremely important to protect against coronavirus and to prevent the spread of the disease. According to more expert international sources, wearing masks is not harmful - it does not cause pleurisy, nor cancer, nor does it reduce the pH level of the blood.",TRUE
457,The truthfulness of the links between Wuhan lab and pharmaand bill gates is questionable. ,Those links are false,TRUE
458,The PCR tests do not transmit nanoparticles,"It does not, says experts",TRUE
459,The Ministry of Health denied publishing a listof people who cannot be vaccinated ,The Ministry of Health denied having issued the document,TRUE
460,Vaccination does not cause death. ,It is a publication of a satirical website. It even warns that it is a joke,TRUE
461,The statements of alternative medicine advocate about COVID-19 are false.  ,"Emit Akta? has no expertise in microbiology or infectious diseases, and what he says contradicts the scientific facts.",TRUE
462,Covid vaccine has nothing to do with AIDS. ,"Australia's COVID-19 vaccine has stopped its trials after detecting false positives for HIV, not for infecting volunteers",TRUE
463,The picture is fake and was voluntarily altered using photoshop. ,"The photo in the purported report has circulated online since February 2019 in reports about US gun violence, one year before the coronavirus pandemic. The image has been manipulated for comedic effect to include a false chyron and has been shared on joke websites.",TRUE
464,Volunteers did not have HIV because of the australian vaccine ,Volunteers were tested but had false positive for the autoimmune disease,TRUE
465,US Speaker of the House Nancy Pelosi and US Vice President Mike Pence did get vaccinated. ,Images of the two politicians being vaccinated show that the needles were uncovered when the shots were administered.,TRUE
466,US Vice President Mike Pence received a Covid-19 vaccine ,An image of Pence being vaccinated shows that the needle was exposed.,TRUE
467,The virus was not created in a laboratory. ,The virus itself was isolated in laboratories and its genetic code was published in March by the Shanghai Clinical Center for Public Health and School of Public Health on GenBank.,TRUE
468,"The nurse did not die, she simply fainted because of a preexisting condition. ","On December 17, an American nurse passed out before the cameras minutes after receiving the COVID-19 vaccine. The hospital has already denied her death. There are photos and videos of the living nurse and she explained that she suffers from a pre-existing medical condition for which she often faints.",TRUE
469,"The statemtents by doctor Karina Sarno are false,","In a video that circulates on Facebook, he affirms that the vaccine will be mandatory and paid, when the law does not establish this and according to the President Alberto Fernandez, it will be free and voluntary. He also maintains, without alluding to any one in particular, that the vaccine produces genetic alterations, which is also false.",TRUE
470,The new variant of COVID-19 from UK has nothing to do with the vaccine. ,The new covid variant from UK is previous to the use of vaccines in this country,TRUE
471,WHO and UN will give 1.7 crore as COVID relief fund,WHO and UN will not give 1.7 crore as COVID relief fund. Viral post is falsely attributed to the organizations,FALSE
472,"Sinovac vaccines are sold in syringes, so presidet and minister of health got another vaccine","The vaccines administered during the third phase studies were in injectors. However, the vaccine for widespread use is in vials. The vaccine in the vial is drawn into the injector at the time of administration.",FALSE
473,Venezuelan government did not donate hospital oxygen to Brazil,"Although White Martins has acted to import oxygen from its subsidiary in Venezuela to serve health units in the state of Amazonas, there is also another donation led by a Venezuelan state company.",FALSE
474,A sharp increase in COVID-19 cases in England and Israel after the rollout of the vaccines proves the inefficacy of the vaccine,"inoculation of two doses of the vaccine and the development of herd immunity. Since the process of vaccination has started just recently in these two countries, time is needed for these two conditions to be met.",FALSE
475,"Vaccines ""will remove parts of your DNA and replace it with GENETIC CODING (TECHNOLOGY) that will """"cause people to HAVE to cooperate with the New World Order.""","COVID-19 vaccines in development involve injecting genetic material into human cells, but they don't alter DNA or control thoughts and beliefs.",FALSE
476,Newspaper clipping with a report of 40 students getting hospitalized after the COVID-19 vaccination in India,It is an old article reported in 2018 with respect to the Measles-Rubella vaccine. The incident has no connection with the recent COVID-19 vaccination in the country.,FALSE
477,Saudi Arabia announced several deaths linked to Covid-19 vaccines,Authorities denied it. Screen grabs are doctored,FALSE
478,"A mixture of coffee, toothpaste, alcohol and salt can prevent or reduce symptons of COVID-19",No scientific evident support this new mixture properties,FALSE
479,A poster that appears to be from the national health service asking people to report their neighbours for not wearing a mask,The poster lists an old fax number for the Irish Times newspaper and Ireland's Health Services said they did not issue it.,FALSE
480,LG stopped manufacturing air conditioners to produce oxygen for Manaus,The cylinders shown in the video are part of a shipment from White Martins.,FALSE
481,"The Department of Transit in Manaus will impound any car on the streets of the city between 7pm and 5am, as a measure to reduce COVID-19 spread","Although a curfew has been established in Manaus to avoid COVID-19 spread, it does not say that cars will be impounded",FALSE
482,World Doctors Alliance said that pandemic coronavirus SARS-CoV-2 is not real and every actions in crisis menagment are unfounded.,Coronavirus SARS-CoV-2 is real danger. A lot of fake information and conspiracy theories are accumulated in this movie.,FALSE
483,"The Dean of Thailand's Siriraj Hospital recommending certain treatments for Covid-19, including taking ""3,000-5,000 mg of vitamin C each day.""",The man in the misleading footage is not Siriraj hospital's dean. Health experts warn against following the purported advice in the video.,FALSE
484,Epidemiologist says Corona Vac could not be approved,"Denise Garrett, an epidemiologist and vice president of the Sabin Vaccine Institute, never gave a statement of this kind and the data cited derives from an incorrect calculation made by the doctor to the site O Antagonista, who did not wait for the number revision before publishing it.",FALSE
485,White Martins refused to cede oxygen to public hospitals in Manaus because the state government owed them 52 million reais; the government did not buy it from other companies because they were owned by political adversaries,"Both the government and the company denied this situation exists. Also, other companies denied the claims that the government forbade them to sell oxygen to hospitals in Manaus",FALSE
486,An Argentine Army nurse died after receiving the Sputnik vaccine,She had not received any vaccination against COVID-19,FALSE
487,The South Korean government will provide all citizens with a free Covid-19 vaccine made by pharmaceutical giant Celltrion.,Celltrion told AFP that it is not developing or producing a Covid-19 vaccine and has no plans to do so.,FALSE
488,Norway prohibited the Biontech/Pfizer vaccine because it caused 23 deaths,Norway didn't prohibit the vaccine and is still using it. There is no evidence if the death of elderly people in nursing homes have a connection to the vaccine.,FALSE
489,A list of alkaline food that prevent coronavirus,Alkaline food do not prevent the virus and the information about the pH is also false,FALSE
490,This Is COVID 5G Chip Diagram.,"No, This Is Not COVID 5G Chip Diagram, Viral Post Is Fake. It is actually the electric circuit of a guitar pedal.",FALSE
491,Masks cause hypoxia,Masks do not cause hypoxia,FALSE
492,"Scientific Board members did not care the measures in the meeting on January 7, 2021","The video is out of date, from January 31, 2020. The mask requirement came on April 3, 2020.",FALSE
493,Masks cause hypoxia,,FALSE
494,"A video that shows a long queue of people to enter a Covid-19 makeshift hospital in the Indonesian capital, Jakarta",The video actually shows a queue at a Covid-19 care centre in Malaysia.,FALSE
495,The International Court of Human Rights has regulated the use of chlorine dioxide for anyone who so requires,There is no body with that name and no internationally recognized human rights institution has endorsed the medical use of this compound.,FALSE
496,CoronaVac's effectiveness rate dropped from 78% to 50.38% and 49.69%,"In fact, Sao Paulo government announced on January 7 that CoronaVac was 77.96% effective in preventing COVID-19 mild cases that would require hospitalization. However, this data is a secondary outcome, related to a specific context, and should not be confused with the overall effectiveness rate, which is 50.38%. The 49.69% efficiency data is not even official. It emerged from projections made by users of social networks from a calculation that considers only the absolute number of occurrences of the disease among volunteers. It is a methodology that exists and is called accumulated incidence, but which was not used by the Butantan Institute - and therefore cannot be attributed to CoronaVac in the way it does the piece of disinformation.",FALSE
497,"Governor of Sao Paulo, Joao Doria, was mocked by TV station in the USA for CoronaVac's effectiveness rate","The video accompanying the misinformation piece is old and has been digitally manipulated. In the original, the news anchors were not talking about vaccines, nor about Brazilian government officials, but laughing at the video of a cat playing inside a paper bag.",FALSE
498,"Pictures come from people in the United States whose faces have been damaged by the vaccine. In France and Germany, medical staff are refusing vaccinations en masse. In Israel, out of 1,000 vaccinated, 250 became infected with Covid-19 after vaccination. In South Korea, 48 people died after receiving the vaccine. Vaccination has been stopped in Singapore.","The post contains a series of misinformation and unsubstantiated information that aims to question the effectiveness of the vaccine against Covid-19 and thus encourage people not to get vaccinated. Such misinformation can greatly harm the general public health and the process of immunization, which in our country is expected to begin in February.",FALSE
499,This Is COVID 5G Chip Diagram.,"No, This Is Not COVID 5G Chip Diagram, Viral Post Is Fake. It is actually the electric circuit of a guitar pedal.",FALSE
500,Huseyin Ciloglu's multiple coronavirus allegations,The referenced study examines the community and close contact relationship. It's not about the mask. All of the other referenced studies have been conducted on infections in wounds. It is not correct to look only at the number of cases to measure the case density. It is necessary to take the population into account. Autopsies can be prohibited to prevent transmission.,FALSE
501,10 children in Vienna contracted a fungal infection due to wearing masks,"The Vienna Health Association denied the information about fungal infection caused by wearing masks in the hospitals located in Vienna. German fact-checking platform Correctiv contacted all 36 hospitals in Vienna and they haven't confirmed the information about even a single case of a child treated for a fungal infection caused by wearing a mask at their hospitals. Moreover, infectious disease specialists and dermatologists note that if hygiene guidelines are maintained when wearing a mask, it doesn't cause bacterial or fungal growth.",FALSE
502,Contact tracing app was imposed by WHO,"Although WHO states that contact tracking is effective when used with other measures, countries determine their own policies.",FALSE
503,"A video that shows that Fauci, director of the NIAID, did not receive the vaccine against the coronavirus and was a staging","The director of the National Institute of Allergy and Infectious Diseases (NIAID, for its acronym in English) of the United States received the vaccine on December 22 along with 3 other officials and 6 health workers. This can be seen in the CNN coverage and in the photos of the AP agency. Fauci said he was ""extremely confident in the safety and efficacy"" of the Moderna laboratory vaccine.",FALSE
504,Yuanpei University of Medical Technology forced to close as a COVID-19 case studied there.,Yuanpei University of Medical Technology didn't close. The winter break begun on January 11th but the university's administrators and staffs went to work as usual.,FALSE
505,The Colombian government bought the astrazeneca vaccines for 21 usd each dose,Each dose cost 8 dollars,FALSE
506,This famous French doctor was not really vaccinated,We can see a needle on the TV footage,FALSE
507,A photo of a  woman receiving a Covid-19 vaccine in the UK and South Africa. The posts suggest the image has been staged by the media to mislead the public about the coronavirus pandemic.,"The British woman pictured in the posts received a Covid-19 vaccine in England in December 2020, according to a Getty Images photo. The other screenshot in the posts shows a satirical article from a South African newspaper about a woman receiving the vaccine in the South African town of Ventersdorp that was ""not meant to be interpreted literally"", its editor-in-chief told AFP.",FALSE
508,Merck Pharmaceuticals does not want to get muddy in a possible genocide with COVID-19 vaccines,"In the interview on which the text is based, Ken Frazier, Merck's executive director, doesn't talk about ""a possible genocide"" generated by the coronavirus vaccines.",FALSE
509,The International Court of Human Rights regulates the use of chlorine dioxide for any person who requires it,There is no organism called the International Court of Human Rights and no internationally recognized human rights court has authorized the use of chlorine dioxide,FALSE
510,WHO and UN will not give 1.7 crore as COVID relief fund.,WHO and UN will not give 1.7 crore as COVID relief fund. Viral post is falsely attributed to the organizations,TRUE
511,The presidentand minister of health got vaccinated with the assigned type of vaccine. ,"The vaccines administered during the third phase studies were in injectors. However, the vaccine for widespread use is in vials. The vaccine in the vial is drawn into the injector at the time of administration.",TRUE
512,Venezuela state company donated oxygen to Brazil ,"Although White Martins has acted to import oxygen from its subsidiary in Venezuela to serve health units in the state of Amazonas, there is also another donation led by a Venezuelan state company.",TRUE
513,The vaccine is the most efficient tool we have against the virus. ,"inoculation of two doses of the vaccine and the development of herd immunity. Since the process of vaccination has started just recently in these two countries, time is needed for these two conditions to be met.",TRUE
514,"No vaccine can change the very DNA of individuals, people who fall for this need to take biology classes again. ","COVID-19 vaccines in development involve injecting genetic material into human cells, but they don't alter DNA or control thoughts and beliefs.",TRUE
515,The news of 40 students getting hospitalized after vaccine in India were fake. ,It is an old article reported in 2018 with respect to the Measles-Rubella vaccine. The incident has no connection with the recent COVID-19 vaccination in the country.,TRUE
516,Saudi Arabia denied statement about deaths linked to COVID-19 vaccine,Authorities denied it. Screen grabs are doctored,TRUE
517,"A mixture of coffee, toothpaste, alcohol and salt does not prevent getting infected with the virus.",No scientific evident support this new mixture properties,TRUE
518,The poster asking people to report their neighbours for not wearing a mask simply doesn?t have this information on it. ,The poster lists an old fax number for the Irish Times newspaper and Ireland's Health Services said they did not issue it.,TRUE
519,We can not determine from which ship those things come from.,The cylinders shown in the video are part of a shipment from White Martins.,TRUE
520," curfew has been established in Manaus to avoid COVID-19 spread, it does not say that cars will be impounded","Although a curfew has been established in Manaus to avoid COVID-19 spread, it does not say that cars will be impounded",TRUE
521,World Doctors Alliance did not make this kind of stupid statement.,Coronavirus SARS-CoV-2 is real danger. A lot of fake information and conspiracy theories are accumulated in this movie.,TRUE
522,"Vitamin C is good for your health in general, but it is not enough to fight against the virus. ",The man in the misleading footage is not Siriraj hospital's dean. Health experts warn against following the purported advice in the video.,TRUE
523,Epidemiologist Denise Garrett did not says Corona Vac could not be approved.,"Denise Garrett, an epidemiologist and vice president of the Sabin Vaccine Institute, never gave a statement of this kind and the data cited derives from an incorrect calculation made by the doctor to the site O Antagonista, who did not wait for the number revision before publishing it.",TRUE
524,companies denied the claims that the government forbade them to sell oxygen to hospitals in Manaus,"Both the government and the company denied this situation exists. Also, other companies denied the claims that the government forbade them to sell oxygen to hospitals in Manaus",TRUE
525,The cause of death of argentine army nurse did not die because of covid-19 vaccine ,She had not received any vaccination against COVID-19,TRUE
526,The South Korean government will not provide free Covid-19 vaccines. Celltrion told AFP that it is not developing or producing a Covid-19 vaccine and has no plans to do so. ,Celltrion told AFP that it is not developing or producing a Covid-19 vaccine and has no plans to do so.,TRUE
527,Norway did not prohibit the biontech pfizer vaccine,Norway didn't prohibit the vaccine and is still using it. There is no evidence if the death of elderly people in nursing homes have a connection to the vaccine.,TRUE
528,Alkaline food do not prevent the virus and the information about the pH is also false,Alkaline food do not prevent the virus and the information about the pH is also false,TRUE
529,There is no such thing as a vaccine 5G diagram. ,"No, This Is Not COVID 5G Chip Diagram, Viral Post Is Fake. It is actually the electric circuit of a guitar pedal.",TRUE
530,Masks do not cause anything. ,Masks do not cause hypoxia,TRUE
531,The Scientifc Board members give a lot of attention to the measures imposed. ,"The video is out of date, from January 31, 2020. The mask requirement came on April 3, 2020.",TRUE
532,Hypoxia is not caused by masks. ,,TRUE
533,The validity of the video is questionable at best. ,The video actually shows a queue at a Covid-19 care centre in Malaysia.,TRUE
534,The  International Court of Human Rights  did not impose the use of chlorine dioxide for anyone who so requires,There is no body with that name and no internationally recognized human rights institution has endorsed the medical use of this compound.,TRUE
535,CoronaVac's effectiveness ratedid not drop  from 78% to  49.69%,"In fact, Sao Paulo government announced on January 7 that CoronaVac was 77.96% effective in preventing COVID-19 mild cases that would require hospitalization. However, this data is a secondary outcome, related to a specific context, and should not be confused with the overall effectiveness rate, which is 50.38%. The 49.69% efficiency data is not even official. It emerged from projections made by users of social networks from a calculation that considers only the absolute number of occurrences of the disease among volunteers. It is a methodology that exists and is called accumulated incidence, but which was not used by the Butantan Institute - and therefore cannot be attributed to CoronaVac in the way it does the piece of disinformation.",TRUE
536,Governor of Sao Paolo was not mocked for CoronaVac effectiveness rate,"The video accompanying the misinformation piece is old and has been digitally manipulated. In the original, the news anchors were not talking about vaccines, nor about Brazilian government officials, but laughing at the video of a cat playing inside a paper bag.",TRUE
537,The vaccine does not cause face malformations. ,"The post contains a series of misinformation and unsubstantiated information that aims to question the effectiveness of the vaccine against Covid-19 and thus encourage people not to get vaccinated. Such misinformation can greatly harm the general public health and the process of immunization, which in our country is expected to begin in February.",TRUE
538,There is no such thing as a vaccine 5G diagram. ,"No, This Is Not COVID 5G Chip Diagram, Viral Post Is Fake. It is actually the electric circuit of a guitar pedal.",TRUE
539,"Huseyin Ciloglu's multiple coronavirus allegations have nothing to do with the global pandemic, they cover different health related subjects. ",The referenced study examines the community and close contact relationship. It's not about the mask. All of the other referenced studies have been conducted on infections in wounds. It is not correct to look only at the number of cases to measure the case density. It is necessary to take the population into account. Autopsies can be prohibited to prevent transmission.,TRUE
540,Fungal infections can not be caused by masks. ,"The Vienna Health Association denied the information about fungal infection caused by wearing masks in the hospitals located in Vienna. German fact-checking platform Correctiv contacted all 36 hospitals in Vienna and they haven't confirmed the information about even a single case of a child treated for a fungal infection caused by wearing a mask at their hospitals. Moreover, infectious disease specialists and dermatologists note that if hygiene guidelines are maintained when wearing a mask, it doesn't cause bacterial or fungal growth.",TRUE
541,WHO did not impose contact tracking,"Although WHO states that contact tracking is effective when used with other measures, countries determine their own policies.",TRUE
542,The vaccination of the officials was not covered by CNN. ,"The director of the National Institute of Allergy and Infectious Diseases (NIAID, for its acronym in English) of the United States received the vaccine on December 22 along with 3 other officials and 6 health workers. This can be seen in the CNN coverage and in the photos of the AP agency. Fauci said he was ""extremely confident in the safety and efficacy"" of the Moderna laboratory vaccine.",TRUE
543,Yuanpei University of Medical Technology did close indefinitely. ,Yuanpei University of Medical Technology didn't close. The winter break begun on January 11th but the university's administrators and staffs went to work as usual.,TRUE
544,Astrazeneca vaccines cost 8 dollars each ,Each dose cost 8 dollars,TRUE
545,This famous French doctor was vaccinated ,We can see a needle on the TV footage,TRUE
546,The posts were fake. ,"The British woman pictured in the posts received a Covid-19 vaccine in England in December 2020, according to a Getty Images photo. The other screenshot in the posts shows a satirical article from a South African newspaper about a woman receiving the vaccine in the South African town of Ventersdorp that was ""not meant to be interpreted literally"", its editor-in-chief told AFP.",TRUE
547,Frazier's statements should be rewatched carefully. ,"In the interview on which the text is based, Ken Frazier, Merck's executive director, doesn't talk about ""a possible genocide"" generated by the coronavirus vaccines.",TRUE
548,no internationally recognized human rights court has authorized the use of chlorine dioxide,There is no organism called the International Court of Human Rights and no internationally recognized human rights court has authorized the use of chlorine dioxide,TRUE
549,"An Argentinian man received two jabs on the same day, on different plaves","One of the photos was staged, the other shows the real vaccination. They were both taken in the same spot, but from different angles",FALSE
550,"190 countries have pre-booked the Bharat Biotech COVID-19 vaccine, which is being developed in India",The COVAX agreement is to facilitate vaccine distribution to the 190 participating countries in which Serum Institute is a signatory. This is being misconstrued as 190 countries have pre-booked the Bharat Biotech COVID-19 vaccine developed in India.,FALSE
551,"An image of the Argentine vice president, Cristina Fernandez de Kirchner, together with a health professional who is giving her an injection without complying with the preventive measures against the new coronavirus",The image is from 2013 and does not correspond to the COVID-19 vaccine. It's the flu vaccine the former president had that year.,FALSE
552,Audio-videos and posts that indicate that in Rosario (Argentina) the vaccination campaign against COVID-19 was suspended as a result of the adverse effects generated by the vaccine created by the Gamaleya Institute of Russia,"Sources from the municipal Health Secretariat assured that the campaign continues normally and that the reactions that were found are part of the usual symptoms of this vaccination. The same was maintained by the provincial government - an opponent of the municipal party - and the private sanatorium Parque, mentioned in the disinformation.",FALSE
553,"COVID-19 vaccines are unsafe and are being ""pushed on Black and Latino communities.""",The vaccines have undergone thorough trials and are safe.,FALSE
554,"in India, the vaccine is free of cost whereas other countries are charging for the vaccine","Even the US and UK are inoculating their citizens with COVID-19 vaccine free of cost. The governments of these nations are paying for the vaccine manufacturing companies, though the respective government programs",FALSE
555,Dr. Sucharit Bhakdi's multiple coronavirus allegations,"The success of vaccines is measured not by the death rate, but by the disease rate. 65+ is the age group with the highest mortality rate. Vaccines are not expected to be 100 percent successful for authorization.",FALSE
556,the Cabinet of Ministers of Ukraine has just made a decision.,"The Cabinet of Ministers has not lifted the quarantine. The news, spread in early January 2021, applies to May 2020.",FALSE
557,World health organization's report says not a single vegetarian has contracted COVID-19 so far.,WHO didn't issue the report. There is no evidence that vegetarian diet can protect people from COVID-19,FALSE
558,"Coronavirus isn't a virus but a thrombosis which could be cured by aspirines, honey and lemon",Aspirins could be beneficial for some patients but COVID is a virus and it is not cured nor prevented with honey and lemon,FALSE
559,Scientist Robert Oswald claimed that Covid-19 doesn't exist,Robert Oswald never said something like this,FALSE
560,"In a video, Dr. Qiao Gui-Bin of Guangdong General Hospital recommended drinking tea and washing hands with tea since tea can kill coronavirus.","The video was doctored. Dr. Qiao Gui-Bin did launch a video in which he was explaining a Japanese study which suggested tea can inactivate coronavirus. But the part he advised not to fall into the rumor of drinking tea was clipped out. Plus, the Japanese study which Dr. Qiao referred to didn't suggest that drinking tea can prevent from getting COVID-19.",FALSE
561,It's forbidden to get vaccinated for the producers,Vaccines are administered in a certain prioritization order. U??ur ahin and his team will also be vaccinated when their turn comes.,FALSE
562,Sinovac vaccine is not being administered in China,"Wei, the Consul General of China to Istanbul does not say that the vaccine is forbidden in China, but it got  an emergency authorization.",FALSE
563,One died because of the vaccination in Israel,The findings show that there is no link between the death of the 75-year-old and vaccination.,FALSE
564,Tennessee registered rurse Khalilah Mitchell has Bell's Palsy from COVID-19,There is no nurse on record with the Tennessee Health Authority by that name. There is also no evidence that the approved COVID-19 vaccines causes Bell's Palsy,FALSE
565,The International Court of Human Rights regulated the use of chlorine dioxide to be administered as medical treatment,There is no International Court of Human Rights. And no international authority has come out in favor of chlorine dioxide as a medical treatment.,FALSE
566,"They are simulating coronavirus vaccination, using syringes with retractable needles that do not prick the person",The video circulating on social networks shows a retractable needle syringe being used. A medical instrument recommended for more than a decade for the prevention of accidental punctures,FALSE
567,Ivermectin is a miraculous drug on the treatment of COVID-19,Studies have failed to prove ivermectin's efficacy in treating or preventing infection by SARS-CoV-2,FALSE
568,Argentina's vice-president pretended to receive vaccine for COVID-19,Image used by rumour is from 2013 during flu vaccination,FALSE
569,Argentine vice-president Cristina Kirchner received the COVID-19 vaccine without wearing mask,"The photo circulating on social media with the misleading claim is from 2013, when she was president of the country and promoting the flu vaccination campaign. The record was posted by Kirchner on Twitter on March 21, 2013 and published in Argentine media outlets at the time.",FALSE
570,"COVID-19 could be treated with baking soda gargles and lemon, by changing the PH an avoiding the virus to ""being installed in the throat","Ph is not altered by food, the virus enters the body through the nose and it can't be prevented by gargles of any kind",FALSE
571,Sao Paulo government spent R$ 22 billion with CoronaVac to immunize the population of the state,"Both the Ministry of Health and the State Department of Health of SP refuted the values cited in the disinformation piece. The sum of R $ 22 billion cited by the piece of disinformation as the cost to vaccinate the population of Sao Paulo is close to the R $ 22.66 billion that would be needed to purchase, for all Brazil's inhabitants, the two necessary doses of CoronaVac, which is produced through a partnership between the Chinese pharmaceutical company Sinovac and the Butantan Institute, linked to the government of Sao Paulo.",FALSE
572,Image of Nancy Pelosi pretending to be vaccinated against coronavirus with the cap of the syringe on,In another photos you can see how the needle is uncovered and protrudes below that orange part.,FALSE
573,Kamala Harris was vaccinated with a syringe without needle,"The syringe had a needle, photos and videos show",FALSE
574,The Netherlands refuses to vaccinate against covid-19,The Government of the Netherlands plans to start the vaccination campaign in January,FALSE
575,More deaths in France in 2019 than in 2020,These numbers are wrong,FALSE
576,Massive death and more than one million people tested positive in the USA after receiving American vaccination. United Nations has announced to discard American vaccine and use Chinese vaccine instead.,"As of January 29, no anaphylaxis-related deaths were reported after receipt of Moderna or Pfizer-BioNTech vaccine in the USA, according to US CDC. UN didn't make the announcement.",FALSE
577,Obama told Africans to refuse COVID-19 vaccines,His spokeperson denied the former presidente ever did this,FALSE
578,"A chain that links the Wuhan Virology Laboratory (China) with the pharmaceutical company GlaxoSmithKline; and it also names it as the owner of another competing firm, Pfizer.",The laboratory in question depends on the Chinese Academy of Sciences and the Chinese national government. The company denied both accusations. Nor could Glaxo be identified among Pfizer's major shareholders in public Nasdaq data.,FALSE
579,"An Austrian politician showed that Coca-Cola produces false-positive results on COVID-19 antigen tests, therefore mass testing is worthless","Rapid antigen tests are highly accurate in detecting SARS-CoV-2 in human samples from the throat and nose. However, like any other test, they should be carried out correctly according to the manufacturer's instructions. Misuse of antigen tests either by testing inappropriate samples such as fruits and soft-drinks or using wrong conditions of sterility and pH would render the results unreliable and useless.",FALSE
580,"""The COVID-19 virus does not exist; """"The virus has never been isolated""; """"The virus does not fulfil Koch's postulates""","Several scientific research groups independently identified and isolated SARS-CoV-2, the virus causing COVID-19, as demonstrated in numerous published studies. Studies also show that the virus fulfils Koch's postulates, indicating that it is indeed the cause of COVID-19.",FALSE
581,"COVID-19 vaccines have ""experimental technology never before used on humans and that some """"contain nanochips which can electronically track recipients.""""","The vaccines use new technology, but it has been tested on humans and they don't have chips that can be used for tracking people.",FALSE
582,"Alleged head of El Mundo who says that Araceli, the first person vaccinated in Spain, has died 24 hours after administering the vaccine",It is fake. El Mundo has not published that headline and the typography of the capture does not match that of this newspaper.,FALSE
583,"Image capture of the website of the Ministry of Health in which it says that ""currently there is no authorized vaccine in Europe against COVID-19"".",It is a hoax that no vaccine has been authorized in Europe.,FALSE
584,The first package of vaccines against COVID-19 that has arrived in Spain has the logo of a microchip company,"The logo that appears on the vaccine package is that of the Softbox company, which is dedicated to temperature-controlled packaging.",FALSE
585,"A photo supposedly shows that COVID-19 ""vaccine patients have started eating other patients.""","This photo was posted in February 2019, showing a messy trauma bay at an emergency department.",FALSE
586,Nashville bomber died from COVID-19,"The man who caused a bomb explosion in Nashville, Tennessee on 25 December 2020, died in the blast, not from COVID-19. Social media posts claiming that he died from COVID-19 used a fabricated image made to look like a screenshot of a CNN broadcast, which originated from a satire website.",FALSE
587,"Photograph showing a suspected Pfizer COVID-19 vaccine that is ""made in China"",Pfizer and BioNTech use their combined manufacturing network located in Germany", Belgium and the United States. In addition,FALSE
588,Celebrities and politicians attended an event at the home of an Indian billionaire and breached social distancing regulations during the coronavirus pandemic.,The video and similar footage has circulated since September 2019 in reports about celebrities attending a Hindu festival celebration.,FALSE
589,The argentinian man did not receive two jabs in the same day.,"One of the photos was staged, the other shows the real vaccination. They were both taken in the same spot, but from different angles",TRUE
590,The190 countries did not preorder the vaccine. ,The COVAX agreement is to facilitate vaccine distribution to the 190 participating countries in which Serum Institute is a signatory. This is being misconstrued as 190 countries have pre-booked the Bharat Biotech COVID-19 vaccine developed in India.,TRUE
591,Image of argenitine vice president is from 2013 and does not correspond to the covid-19 vaccine,The image is from 2013 and does not correspond to the COVID-19 vaccine. It's the flu vaccine the former president had that year.,TRUE
592,We cannot conclude that the side effects were caused by the vaccine per se. ,"Sources from the municipal Health Secretariat assured that the campaign continues normally and that the reactions that were found are part of the usual symptoms of this vaccination. The same was maintained by the provincial government - an opponent of the municipal party - and the private sanatorium Parque, mentioned in the disinformation.",TRUE
593,The vaccine are not being pushed to Black and Latino communities.. ,The vaccines have undergone thorough trials and are safe.,TRUE
594,Vaccines are free in all countries. ,"Even the US and UK are inoculating their citizens with COVID-19 vaccine free of cost. The governments of these nations are paying for the vaccine manufacturing companies, though the respective government programs",TRUE
595,Dr. Sucharit Bhakdi's multiple coronavirus allegations are not true,"The success of vaccines is measured not by the death rate, but by the disease rate. 65+ is the age group with the highest mortality rate. Vaccines are not expected to be 100 percent successful for authorization.",TRUE
596,the Cabinet of Ministers of Ukraine has not lifted the quarantine. ,"The Cabinet of Ministers has not lifted the quarantine. The news, spread in early January 2021, applies to May 2020.",TRUE
597,The vaccine hs nothing to do with the food preferencies of people. ,WHO didn't issue the report. There is no evidence that vegetarian diet can protect people from COVID-19,TRUE
598,"You cannot fight against the deadly virus with lemon and honey, treating it like a common cold. ",Aspirins could be beneficial for some patients but COVID is a virus and it is not cured nor prevented with honey and lemon,TRUE
599,The scientist Robert Oswald did not say covid-19 does not exist,Robert Oswald never said something like this,TRUE
600,"You should wash your hands with soap and water, not tea. ","The video was doctored. Dr. Qiao Gui-Bin did launch a video in which he was explaining a Japanese study which suggested tea can inactivate coronavirus. But the part he advised not to fall into the rumor of drinking tea was clipped out. Plus, the Japanese study which Dr. Qiao referred to didn't suggest that drinking tea can prevent from getting COVID-19.",TRUE
601,No one forbit anybody to get vaccinated. ,Vaccines are administered in a certain prioritization order. U??ur ?ahin and his team will also be vaccinated when their turn comes.,TRUE
602,There are multiple producers that import vaccines to China. ,"Wei, the Consul General of China to Istanbul does not say that the vaccine is forbidden in China, but it got  an emergency authorization.",TRUE
603,"The cause of death has not been determined yet, so statemets about the death should be made with caution. ",The findings show that there is no link between the death of the 75-year-old and vaccination.,TRUE
604,"The vaccine does not cause palsy, however every organism reacts differently to the vaccine. ",There is no nurse on record with the Tennessee Health Authority by that name. There is also no evidence that the approved COVID-19 vaccines causes Bell's Palsy,TRUE
